observation_id,observed_at,available_at,retrieved_at,source_url,source_type,category,brand,model,variant,advertised_price,previous_advertised_price,coe_rebate_level,guaranteed_coe,guaranteed_coe_bid_count,guaranteed_coe_terms,finance_incentive_value,finance_incentive_terms,trade_in_incentive_value,trade_in_incentive_terms,cash_discount_value,other_incentive_value,promotion_deadline,promotion_name,roadshow_name,roadshow_start,roadshow_end,market_share_weight,currency,notes
sgcm-81-2025-09-04-p2-a,2025-09-04T00:00:00+08:00,2025-09-04T23:59:59+08:00,2026-08-24T11:59:26.554073+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-09-04.pdf#page=2,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 2,181388.0,186388.0,96000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",6000.0,"TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",33000.0,,2025-09-08,"100 HOUR SALE PROMOTIONS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.1816594061791098,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=165388.0-255388.0; finance_rate_pct=nan; finance=FINANCE REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; trade_in=TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; sha256=32a9411ae04aadd1e9fc43f3b994c9856333aa63f0f9abb1650aefadce0dc8f5; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-09-23-p2-a,2025-09-23T00:00:00+08:00,2025-09-23T23:59:59+08:00,2026-08-24T12:00:09.861284+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-09-23.pdf#page=2,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 2,196388.0,181388.0,104000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year ban).",6000.0,"TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year ban).",,,2025-09-26,"Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.1816594061791098,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=20; price_range=180388.0-270388.0; finance_rate_pct=nan; finance=FINANCE REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year ban).; trade_in=TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year ban).; sha256=101e079c240d105814dacf675bf410c75fcd8aa56a926fc46d6ac1c17d68f9e1; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-09-29-p2-a,2025-09-29T00:00:00+08:00,2025-09-29T23:59:59+08:00,2026-08-24T12:00:15.264077+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-09-29.pdf#page=2,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 2,202888.0,196388.0,104000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",6000.0,"TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",5000.0,,2025-10-01,"Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.1816594061791098,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=185388.0-284888.0; finance_rate_pct=nan; finance=FINANCE REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; trade_in=TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; sha256=44084fe866658a8b356234f4c42711b37f3bbfdeafe4afc54972683f9504724a; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-10-02-p2-a,2025-10-02T00:00:00+08:00,2025-10-02T23:59:59+08:00,2026-08-24T12:00:26.411348+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-10-02.pdf#page=2,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 2,202888.0,202888.0,104000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",6000.0,"TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",5000.0,,2025-10-08,"Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.1908239403079853,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=185388.0-284888.0; finance_rate_pct=nan; finance=FINANCE REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; trade_in=TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; sha256=9685782aa5f530e6cf49ade8d145e55146fe5b38ac030bb40a3ed7c4471ac5c0; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-10-09-p1-a,2025-10-09T00:00:00+08:00,2025-10-09T23:59:59+08:00,2026-08-24T12:00:48.258604+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-10-09.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 1,194888.0,202888.0,114000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | • 2.28% Exclusive interest rate | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year",2000.0,,2025-10-23,"CURRENT PROMOTIONS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.1908239403079853,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=177888.0-270888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | • 2.28% Exclusive interest rate | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year; sha256=39753a641bb76a0a473e14964029eb81927aba4188d605931f9abd93d7c154f3; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-10-09-p2-a,2025-10-09T00:00:00+08:00,2025-10-09T23:59:59+08:00,2026-08-24T12:00:48.258604+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-10-09.pdf#page=2,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 2,207888.0,194888.0,114000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | • 2.28% Exclusive interest rate | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",2000.0,,2025-10-23,"CURRENT PROMOTIONS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.1908239403079853,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=189888.0-289388.0; finance_rate_pct=2.28; finance=FINANCE REBATE | • 2.28% Exclusive interest rate | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; sha256=39753a641bb76a0a473e14964029eb81927aba4188d605931f9abd93d7c154f3; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-10-24-p1-a,2025-10-24T00:00:00+08:00,2025-10-24T23:59:59+08:00,2026-08-24T12:01:15.299443+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-10-24.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 1,188888.0,207888.0,108500.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | • 2.28% Special interest rate | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year",6000.0,"TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year",2000.0,,2025-11-05,"EXCLUSIVE ROADSHOW DEALS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.","EXCLUSIVE ROADSHOW DEALS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",2025-10-24,2025-11-05,0.1908239403079853,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=171888.0-264888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | • 2.28% Special interest rate | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year; trade_in=TRADE-IN REBATE | 2. Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year; sha256=63da7edcac4b68674639ccaf0e4c94afa6062675b1ff514d504345a86e56b391; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-10-24-p2-a,2025-10-24T00:00:00+08:00,2025-10-24T23:59:59+08:00,2026-08-24T12:01:15.299443+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-10-24.pdf#page=2,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 2,201388.0,188888.0,112000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | 2.28% Special interest rate | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",6000.0,"TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",2000.0,,2025-11-05,"EXCLUSIVE ROADSHOW DEALS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.","EXCLUSIVE ROADSHOW DEALS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",2025-10-24,2025-11-05,0.1908239403079853,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=183888.0-283388.0; finance_rate_pct=2.28; finance=FINANCE REBATE | 2.28% Special interest rate | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; trade_in=TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; sha256=63da7edcac4b68674639ccaf0e4c94afa6062675b1ff514d504345a86e56b391; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-11-07-p1-a,2025-11-07T00:00:00+08:00,2025-11-07T23:59:59+08:00,2026-08-24T12:01:58.660286+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-11-07.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 1,176888.0,201388.0,93000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,FINANCE REBATE | • 2.28% Special interest rate,6000.0,"TRADE-IN REBATE | Price is after tinance, insurance, and trade-in rebates, applicable only to successtul applicants (e.a. $100,000 / 7-vear loan).",2000.0,,2025-11-09,"LIMITED-TIME ROADSHOW PROMOTIONS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.","LIMITED-TIME ROADSHOW PROMOTIONS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",2025-11-06,2025-11-09,0.1993286350876504,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=159888.0-252888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | • 2.28% Special interest rate; trade_in=TRADE-IN REBATE | Price is after tinance, insurance, and trade-in rebates, applicable only to successtul applicants (e.a. $100,000 / 7-vear loan).; sha256=1c291d15af5c27f320343c21f09ba265759a31711686349477c4ffdabfc13a3f; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-11-07-p2-a,2025-11-07T00:00:00+08:00,2025-11-07T23:59:59+08:00,2026-08-24T12:01:58.660286+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-11-07.pdf#page=2,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 2,189388.0,176888.0,100000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | • 2.28% Special interest rate | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",6000.0,"TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",2000.0,,2025-11-09,"LIMITED-TIME ROADSHOW PROMOTIONS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.","LIMITED-TIME ROADSHOW PROMOTIONS | Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",2025-11-06,2025-11-09,0.1993286350876504,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=171888.0-267388.0; finance_rate_pct=2.28; finance=FINANCE REBATE | • 2.28% Special interest rate | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; trade_in=TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; sha256=1c291d15af5c27f320343c21f09ba265759a31711686349477c4ffdabfc13a3f; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
sgcm-81-2025-11-21-p1-a,2025-11-21T00:00:00+08:00,2025-11-21T23:59:59+08:00,2026-08-24T12:02:36.554758+00:00,https://media.i-sgcm.com/public/new-cars/pricelist/81/2025-11-21.pdf#page=1,SGCarMart archived authorised-dealer price list,Category A,BYD,Price-list page summary,PDF page 1,175888.0,189388.0,99000.0,True,6.0,mixed guaranteed and non-guaranteed packages,6000.0,"FINANCE REBATE | • 2.28% Special interest rate | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",6000.0,"TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).",6000.0,,2025-12-03,"YEAR END PROMOTIONS | (Package prices are inclusive of all applicable Current Promotions & Year-Round Perks) | PROMOTION | Promotion, price and vehicle specifications are subject to change without prior notice.",,,,0.1993286350876504,SGD,"brand_category_pricelist_page_summary; explicit_page_label; price_count=25; price_range=158888.0-252888.0; finance_rate_pct=2.28; finance=FINANCE REBATE | • 2.28% Special interest rate | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; trade_in=TRADE-IN REBATE | Price is after finance, insurance, and trade-in rebates, applicable only to successful applicants (e.g. $100,000 / 7-year loan).; sha256=f196ed9a1e7a317375bf19401c9ba2fe5b3fa69821d08649beddcce9aec7379d; retrospective archive reconstruction; date-only available_at is conservatively set to end-of-day."
